,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Dive,,,,,
TRUE,Wooded Kingdom: Lost in the Tall Trees,"Tank, Glydon",Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"Capture, Climb, Wall Jump, Dive",,,,,
TRUE,Wooded Kingdom: Looking Down on the Goombas,"Glydon, Tank",Minimum Jump Height:,Single Jump (258),Long Jump,,,,
,,,Cap Throws that work:,No Cap Throw Needed,No Cap Throw Needed,,,,
,,,Other Required:,"Capture, Climb, Wall Jump, Dive",Dive,,,,
TRUE,Wooded Kingdom: High Up on a Rock Wall,Uproot,Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,"Up Throw, Down Throw, Spin Throw, Neutral Throw",No Cap Throw Needed,,,,
,,,Other Required:,None,Capture,,,,
TRUE,Wooded Kingdom: The Nut in the Robot Storeroom,Uproot,Minimum Jump Height:,Single Jump (258),Backflip/Vault/Side Flip (496),Single Jump (258),,,
,,,Cap Throws that work:,No Cap Throw Needed,Up Throw,Neutral Throw,,,
,,,Other Required:,Capture,None,"Climb, Dive",,,
TRUE,Wooded Kingdom: Above the Iron Mountain Path,,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,No Cap Throw Needed,No Cap Throw Needed,,,,
,,,Other Required:,Dive,None,,,,
TRUE,Wooded Kingdom: The Nut Under the Observation Deck,Tank,Minimum Jump Height:,Triple Jump (550),Single Jump (258),,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Spin Throw",,,,
,,,Other Required:,"Wall Jump, Dive","Capture, Dive, Wall Jump, Climb",,,,
TRUE,Wooded Kingdom: Bird Traveling the Forest,,Minimum Jump Height:,Triple Jump (550),,,,,
,,,Cap Throws that work:,Up Throw,,,,,
,,,Other Required:,,,,,,
TRUE,Wooded Kingdom: Invader in the Sky Garden,"Goomba, Uproot",Minimum Jump Height:,Single Jump (258),Ground Pound Jump (514),,,,
,,,Cap Throws that work:,No Cap Throw Needed,No Cap Throw Needed,,,,
,,,Other Required:,Capture,Dive,,,,
TRUE,"Wooded Kingdom: Hot, Hot, Hot from the Campfire",Fire Bro,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Capture,,,,,
TRUE,Wooded Kingdom: Wooded Kingdom Timer Challenge 3,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Wooded Kingdom: Moon Shards in the Forest,Uproot,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Capture,,,,,
TRUE,Wooded Kingdom: Taking Notes: On Top of the Wall,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Roll,,,,,
TRUE,Wooded Kingdom: Taking Notes: Stretching,"Uproot, Fire Bro",Minimum Jump Height:,Backflip/Vault/Side Flip (496),Triple Jump (550),,,,
,,,Cap Throws that work:,No Cap Throw Needed,No Cap Throw Needed,,,,
,,,Other Required:,"Dive, Capture","Capture, Ledge Grab",,,,
TRUE,Wooded Kingdom: Wooded Kingdom Master Cup,Uproot,Minimum Jump Height:,Backflip/Vault/Side Flip (496),Backflip/Vault/Side Flip (496),,,,
,,,Cap Throws that work:,No Cap Throw Needed,No Cap Throw Needed,,,,
,,,Other Required:,"Capture, Ledge Grab","Ledge Grab, Dive",,,,
TRUE,Wooded Kingdom: I Met an Uproot!,Uproot,Minimum Jump Height:,Backflip/Vault/Side Flip (496),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Capture,,,,,
TRUE,Invisible Road: Invisible Road: Danger!,,Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,No Cap Throw Needed,No Cap Throw Needed,,,,
,,,Other Required:,Damage Boost,None,,,,
TRUE,Invisible Road: Invisible Road: Hidden Room,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Damage Boost,,,,,
TRUE,Herding Sheep: Herding Sheep Above the Forest Fog,,Minimum Jump Height:,Backflip/Vault/Side Flip (496),Single Jump (258),Backflip/Vault/Side Flip (496),,,
,,,Cap Throws that work:,"Neutral Throw, Down Throw",No Cap Throw Needed,"Neutral Throw, Down Throw",,,
,,,Other Required:,Dive,"Ground Pound, Climb",Ledge Grab,,,
TRUE,Herding Sheep: Herding Sheep on the Iron Bridge,,Minimum Jump Height:,Backflip/Vault/Side Flip (496),Single Jump (258),Backflip/Vault/Side Flip (496),,,
,,,Cap Throws that work:,"Neutral Throw, Down Throw","Neutral Throw, Down Throw","Neutral Throw, Down Throw",,,
,,,Other Required:,Dive,Climb,Ledge Grab,,,
TRUE,Breakdown Road: Down and Back Breakdown Road,Bullet Bill,Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,None,Capture,,,,
TRUE,Breakdown Road: Below Breakdown Road,Banzai Bill,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Capture,,,,,
TRUE,Lake Kingdom: Broodals Over the Lake,,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw",,,,
,,,Other Required:,Capture,Dive,,,,
TRUE,Lake Kingdom: Dorrie-Back Rider,Locked behind Default Capture,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw",,,,
,,,Other Required:,Capture,Dive,,,,
TRUE,Lake Kingdom: Cheep Cheep Crossing,Locked behind Default Capture,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw",,,,
,,,Other Required:,Capture,Dive,,,,
TRUE,Lake Kingdom: End of the Hidden Passage,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Lake Kingdom: What's in the Box?,Locked behind Default Capture,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw",,,,
,,,Other Required:,Capture,Dive,,,,
TRUE,Lake Kingdom: On the Lakeshore,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lake Kingdom: From the Broken Pillar,"Locked behind Default Capture, Cheep-Cheep",Minimum Jump Height:,Long Jump,Long Jump,Single Jump (258),,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw",,,
,,,Other Required:,Capture,"Capture, Ground Pound","Ground Pound, Dive",,,
TRUE,Lake Kingdom: Treasure in the Spiky Waterway,Locked behind Default Capture,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw",,,,
,,,Other Required:,Capture,Dive,,,,
TRUE,Lake Kingdom: Lake Gardening: Spiky Passage Seed,,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,,,,
,,,Other Required:,None,None,,,,
TRUE,Lake Kingdom: Lake Kingdom Timer Challenge 1,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Lake Kingdom: Lake Kingdom Timer Challenge 2,,Minimum Jump Height:,Backflip/Vault/Side Flip (496),Backflip/Vault/Side Flip (496),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,Dive,Ledge Grab,,,,
TRUE,Lake Kingdom: Moon Shards in the Lake,,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw",,,,
,,,Other Required:,Capture,Dive,,,,
TRUE,Lake Kingdom: Taking Notes: Dive and Swim,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Lake Kingdom: Taking Notes: In the Cliffside,Locked behind Default Capture,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw",,,,
,,,Other Required:,"Capture, 2D jump (any jump)","Dive, 2D jump (any jump)",,,,
TRUE,Lake Kingdom: Lake Fishing,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Lake Kingdom: I Met a Lake Cheep Cheep!,Cheep-Cheep,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Lake Kingdom: Our Secret Little Room,Locked behind Default Capture,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw",,,,
,,,Other Required:,Capture,Dive,,,,
TRUE,"Lake Kingdom: Let's Go Swimming, Captain Toad!",Locked behind Default Capture,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw",,,,
,,,Other Required:,Capture,Dive,,,,
TRUE,Crazy Cap Store (Lake): Shopping in Lake Lamode,,Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Puzzle Room: A Successful Repair Job,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,Neutral Throw,,,,,
,,,Other Required:,,,,,,
TRUE,Lake Kingdom: I Feel Underdressed,Locked behind Default Capture,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw",,,,
,,,Other Required:,"Capture, Outfit","Dive, Outfit",,,,
TRUE,Unzipping the Chasm: Unzip the Chasm,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Capture,,,,,
TRUE,Unzipping the Chasm: Super-Secret Zipper,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"Capture, Dive",,,,,
TRUE,"Jump, Grab, Cling, Climb: Jump, Grab, Cling, and Climb",,Minimum Jump Height:,Backflip/Vault/Side Flip (496),Backflip/Vault/Side Flip (496),,,,
,,,Cap Throws that work:,"Neutral Throw, Down Throw, Spin Throw, Up Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Ledge Grab, Capture","Ledge Grab, Dive",,,,
TRUE,"Jump, Grab, Cling, Climb: Jump, Grab, and Climb Some More",,Minimum Jump Height:,Backflip/Vault/Side Flip (496),Backflip/Vault/Side Flip (496),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Ledge Grab, Capture","Ledge Grab, Dive",,,,
TRUE,Lake Kingdom: Secret Path to Lake Lamode!,,Minimum Jump Height:,Long Jump,Long Jump,Single Jump (258),,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,No Cap Throw Needed,,,
,,,Other Required:,None,Roll,Ground Pound,,,
TRUE,Lake Kingdom: Found with Lake Kingdom Art,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,"Other Kingdom Trigger, Ground Pound",,,,,
TRUE,Lake Kingdom: Taxi Flying Through Lake Lamode,Locked behind Default Capture,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,"Lake Kingdom: That Trendy ""Pirate"" Look",,Minimum Jump Height:,Single Jump (258),Long Jump,,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,Outfit,Outfit,,,,
TRUE,"Lake Kingdom: Space Is ""In"" Right Now",,Minimum Jump Height:,Single Jump (258),Long Jump,,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,Outfit,Outfit,,,,
TRUE,"Lake Kingdom: That ""Old West"" Style",,Minimum Jump Height:,Single Jump (258),Long Jump,,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,Outfit,Outfit,,,,
TRUE,Lake Kingdom: Lake Kingdom Regular Cup,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),Backflip/Vault/Side Flip (496),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,Capture,"Dive, Wall Jump",,,,
TRUE,Lake Kingdom: Peach in the Lake Kingdom,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,Lake Kingdom: Behind the Floodgate,,Minimum Jump Height:,Single Jump (258),Long Jump,,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,None,None,,,,
TRUE,Lake Kingdom: High-Flying Leap,,Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,None,,,,,
TRUE,"Lake Kingdom: Deep, Deep Down",,Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",No Cap Throw Needed,,,,
,,,Other Required:,None,None,,,,
TRUE,Lake Kingdom: Rooftop of the Water Plaza,,Minimum Jump Height:,Ground Pound Jump (514),Ground Pound Jump (514),,,,
,,,Cap Throws that work:,,,,,,
,,,Other Required:,Ground Pound,Dive,,,,
TRUE,Lake Kingdom: Bird Traveling Over the Lake,Locked behind Default Capture,Minimum Jump Height:,,,,,,
,,,Cap Throws that work:,Up Throw,,,,,
,,,Other Required:,,,,,,
TRUE,Lake Kingdom: Love by the Lake,"Goomba, Paragoomba",Minimum Jump Height:,Long Jump,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Lake Kingdom: Lake Kingdom Master Cup,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),Backflip/Vault/Side Flip (496),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Dive, Wall Jump",Dive,,,,
TRUE,Waves of Poison: Waves of Poison: Hoppin' Over,Frog,Minimum Jump Height:,Backflip/Vault/Side Flip (496),Single Jump (258),,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Up Throw, Down Throw, Neutral Throw, Spin Throw",,,,
,,,Other Required:,"Dive, Wall Jump",Capture,,,,
TRUE,Waves of Poison: Waves of Poison: Hop to It!,Frog,Minimum Jump Height:,Backflip/Vault/Side Flip (496),Single Jump (258),,,,
,,,Cap Throws that work:,No Cap Throw Needed,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,Dive,Capture,,,,
TRUE,Picture Match (Goomba): Picture Match: Basically a Goomba,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Crouch, Capture",,,,,
TRUE,Cloud Kingdom: Peach in the Cloud Kingdom,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Spin Throw, Neutral Throw",,,,,
,,,Other Required:,,,,,,
TRUE,Cloud Kingdom: Digging in the...Cloud?,,Minimum Jump Height:,Ground Pound Jump (514),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,"Cloud Kingdom: High, High Above the Clouds",,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Cloud Kingdom: Crossing the Cloud Sea,,Minimum Jump Height:,Single Jump (258),Cap Return Jump (400),,,,
,,,Cap Throws that work:,Neutral Throw,Neutral Throw,,,,
,,,Other Required:,None,Dive,,,,
TRUE,Cloud Kingdom: Taking Notes: Up and Down,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,Neutral Throw,,,,,
,,,Other Required:,"Ground Pound, Homing Cap",,,,,
TRUE,Picture Match (Goomba): Picture Match: A Stellar Goomba!,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,"Crouch, Capture",,,,,
TRUE,2D Cube: King of the Cube!,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Crouch,,,,,
TRUE,2D Cube: The Sixth Face,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Crouch,,,,,
TRUE,Lost Kingdom: Atop a Propeller Pillar,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lost Kingdom: Below the Cliff's Edge,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Lost Kingdom: Inside the Stone Cage,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lost Kingdom: On a Tree in the Swamp,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,"Lost Kingdom: Over the Fuzzies, Above the Swamp",,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lost Kingdom: Avoiding Fuzzies Inside the Wall,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lost Kingdom: Inside the Rising Stone Pillar,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lost Kingdom: Enjoying the View of Forgotten Isle,Pokio,Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Ground Pound, Wall Jump",Capture,,,,
TRUE,Lost Kingdom: On the Mountain Road,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lost Kingdom: A Propeller Pillar's Secret,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lost Kingdom: Wrecked Rock Block,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lost Kingdom: A Butterfly's Treasure,"Frog, Uproot, Fire Bro, Shiverian, Gushen, Hammer Bro, Pokio, Yoshi",Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Ground Pound, Wall Jump",Capture,,,,
TRUE,Lost Kingdom: Caught Hopping in the Jungle!,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lost Kingdom: Cave Gardening,"Frog, Uproot, Fire Bro, Shiverian, Gushen, Hammer Bro, Pokio, Yoshi",Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Ground Pound, Wall Jump",Capture,,,,
TRUE,Lost Kingdom: Moon Shards in the Jungle,"Locked behind Default Capture, Wiggler",Minimum Jump Height:,Long Jump,Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",Neutral Throw,,,,
,,,Other Required:,Capture,None,,,,
TRUE,Lost Kingdom: Peeking Out from Under the Bridge,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lost Kingdom: Twist 'n' Turn-Up Treasure,"Paragoomba, Wiggler, Gushen, Pokio",Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Lost Kingdom: Soaring Over Forgotten Isle!,"Paragoomba, Gushen, Glydon, Parabones, Dino",Minimum Jump Height:,No Jump Needed,,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Lost Kingdom: The Caged Gold,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,"Lost Kingdom: Get Some Rest, Captain Toad",,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Crazy Cap Store (Lost): Shopping on Forgotten Isle,Pokio,Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Ground Pound, Wall Jump",Capture,,,,
TRUE,Lost Kingdom: Taxi Flying Through Forgotten Isle,Locked behind Default Capture,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Capture,,,,,
TRUE,Lost Kingdom: I Met a Tropical Wiggler!,Wiggler,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lost Kingdom: Lost Kingdom Regular Cup,Pokio,Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Ground Pound, Wall Jump","Ground Pound, Capture",,,,
TRUE,Lost Kingdom: Peach in the Lost Kingdom,Pokio,Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Ground Pound, Wall Jump",Capture,,,,
TRUE,Lost Kingdom: The Shining Fruit,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,No Cap Throw Needed,,,,,
,,,Other Required:,None,,,,,
TRUE,Lost Kingdom: Jump Down to the Top of a Tree,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,"Lost Kingdom: Line It Up, Blow It Up",,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Lost Kingdom: Taking Notes: Stretch and Shrink,"Wiggler, Gushen, Yoshi, Pokio",Minimum Jump Height:,Single Jump (258),No Jump Needed,,,,
,,,Cap Throws that work:,"Spin Throw, Neutral Throw","Neutral Throw, Spin Throw",,,,
,,,Other Required:,"None, Homing Cap",Capture,,,,
TRUE,Lost Kingdom: Lost Kingdom Master Cup,Pokio,Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw","Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,
,,,Other Required:,"Ground Pound, Wall Jump","Ground Pound, Capture",,,,
TRUE,Lost Kingdom: Lost Kingdom Timer Challenge,,Minimum Jump Height:,Single Jump (258),,,,,
,,,Cap Throws that work:,"Neutral Throw, Up Throw, Down Throw, Spin Throw",,,,,
,,,Other Required:,Ground Pound,,,,,
TRUE,Stretch and Traverse the Jungle: Stretch and Traverse the Jungle,Wiggler,Minimum Jump Height:,Single Jump (258),Single Jump (258),Single Jump (258),,,
,,,Cap Throws that work:,No Cap Throw Needed,No Cap Throw Needed,No Cap Throw Needed,,,
,,,Other Required:,Ledge Grab,Dive,Capture,,,
TRUE,Stretch and Traverse the Jungle: Aglow in the Jungle,Wiggler,Minimum Jump Height:,Single Jump (258),Single Jump (258),,,,
,,,Cap Throws that work:,"Neutral Throw, Spin Throw",No Cap Throw Needed,,,,
